REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
3,5,16,5,4,4,3,1,3,0,0,15497,3243.165,1815.483,3348.084,1412.798,5677.469,1330,278.338,155.81,287.343,121.251,487.258
2,4,11,2,4,4,1,1,2,0,0,7407,0,1916.299,0,696.706,4793.995,894,0,231.291,0,84.09,578.619
2,4,11,2,4,4,2,3,4,0,1,17002,1801.711,374.381,0,3143.286,11682.622,1562,165.526,34.395,0,288.779,1073.3
3,5,17,2,3,5,1,1,1,0,0,11575,1114.242,3943.197,1469.801,932.983,4114.778,1200,115.515,408.798,152.377,96.724,426.586
4,10,26,2,2,6,3,1,5,1,0,3943,636.982,0,0,496.163,2809.855,539,87.059,0,0,67.812,384.035
3,5,17,2,3,6,4,1,5,1,1,16768,528.758,6860.914,1620.278,749.944,7008.105,2025,63.856,828.563,195.674,90.568,846.339
4,10,26,2,2,5,2,1,2,1,1,10242,2115.114,2214.107,1677.296,827.407,3408.077,1304,269.294,281.898,213.551,105.344,433.913
3,5,14,3,4,5,5,1,3,1,1,45837,7487.776,2540.115,7914.616,1505.144,26389.348,5801,947.632,321.47,1001.651,190.487,3339.761
4,8,22,2,1,8,1,1,2,0,0,4471,0,409.585,0,793.036,3268.378,447,0,40.949,0,79.286,326.765
1,2,3,2,4,2,2,1,3,0,1,4153,0,237.584,0,1073.82,2841.596,425,0,24.313,0,109.89,290.797
2,3,7,5,1,3,1,1,2,0,0,8054,3447.522,426.576,1667.229,901.535,1611.137,765,327.459,40.518,158.36,85.631,153.032
3,5,15,2,4,4,2,1,4,2,1,14798,563.017,3811.806,0,1251.777,9171.401,1552,59.049,399.779,0,131.285,961.888
3,5,17,2,3,8,4,2,4,1,1,29667,0,13063.008,0,2752.547,13851.445,3628,0,1597.485,0,336.611,1693.904
3,5,17,2,3,5,2,2,4,0,1,50566,1114.154,16211.608,2756.095,2742.133,27742.01,6699,147.603,2147.719,365.128,363.279,3675.27
3,6,19,5,4,7,5,1,4,1,1,11397,1666.571,1236.244,2174.465,533.718,5786.002,1021,149.3,110.749,194.799,47.813,518.339
4,10,26,5,2,4,1,1,1,1,0,2393,0,449.851,0,917.989,1025.16,228,0,42.861,0,87.464,97.675
1,1,2,4,1,1,1,1,2,1,0,2693,386.763,480.474,0,637.641,1188.121,503,72.24,89.743,0,119.099,221.918
4,10,26,2,2,7,5,2,5,1,1,9106,1658.768,994.542,0,665.696,5786.994,1030,187.627,112.495,0,75.298,654.58
1,2,3,2,4,2,4,1,7,1,1,9916,419.794,1488.197,0,1394.021,6613.989,2049,86.744,307.515,0,288.054,1366.687
4,10,26,2,2,3,4,2,2,1,1,8892,0,717.016,0,1792.415,6382.569,1529,0,123.29,0,308.203,1097.474
3,7,21,2,3,2,3,1,2,0,0,11897,0,5043.434,0,1820.53,5033.036,1052,0,445.969,0,160.982,445.05
2,4,10,5,1,3,1,1,3,1,0,3310,425.836,172.256,0,417.457,2294.451,434,55.835,22.586,0,54.736,300.843
3,5,17,5,3,1,1,1,2,1,0,7825,412.056,2700.572,1425.456,947.178,2339.738,979,51.553,337.873,178.341,118.503,292.729
2,4,11,1,4,4,1,1,2,0,0,14768,4377.691,801.437,2856.319,922.698,5809.855,1217,360.735,66.041,235.37,76.033,478.75
3,5,17,2,3,2,2,1,2,1,1,8775,0,4258.359,1514.215,947.195,2055.231,1110,0,538.664,191.542,119.816,259.978
2,4,10,2,1,3,2,1,2,2,1,7425,2887.436,442.395,0,609.492,3485.677,743,288.938,44.269,0,60.99,348.802
4,10,26,5,2,6,1,2,1,0,0,4404,325.363,544.364,0,1006.499,2527.774,369,27.261,45.611,0,84.332,211.796
4,10,26,2,2,1,3,1,5,1,0,8469,811.703,453.04,0,583.676,6620.581,743,71.212,39.746,0,51.207,580.835
3,5,16,2,4,3,3,1,4,0,0,14835,432.821,1282.871,2763.529,1061.577,9294.202,1482,43.238,128.157,276.073,106.05,928.48
3,5,17,2,3,7,1,1,2,0,0,11717,1935.239,1895.899,1948.442,1093.094,4844.325,1293,213.558,209.217,215.015,120.626,534.583
1,1,1,2,1,1,1,1,1,0,0,2572,785.13,0,0,331.515,1455.355,410,125.157,0,0,52.847,231.997
2,4,12,2,4,4,2,1,2,2,1,764,0,106.102,145.42,48.567,463.911,68,0,9.444,12.943,4.323,41.291
2,3,8,1,1,4,6,1,2,0,1,8909,0,0,0,1322.531,7586.469,1034,0,0,0,153.496,880.504
4,10,27,5,5,5,1,1,2,2,0,10360,4176.574,0,1838.147,1184.581,3160.698,1040,419.27,0,184.524,118.915,317.29
4,10,26,4,2,1,2,1,2,1,0,7070,607.629,0,0,1168.388,5293.983,1042,89.554,0,0,172.201,780.245
3,6,19,2,4,6,2,1,2,0,1,19271,3518.231,3138.706,2501.56,1774.013,8338.491,1848,337.382,300.987,239.888,170.12,799.623
2,4,10,2,1,3,2,2,3,1,1,10019,1594.819,417.388,0,1571.269,6435.524,814,129.572,33.911,0,127.659,522.858
4,10,26,2,2,2,4,1,3,0,0,6796,319.96,0,0,810.642,5665.398,749,35.263,0,0,89.342,624.394
4,8,22,2,1,3,3,2,3,1,1,8205,379.29,0,0,693.436,7132.275,841,38.871,0,0,71.066,730.937
1,1,2,5,1,2,4,1,3,1,1,7058,2824.02,54.793,0,678.122,3501.064,1096,438.527,8.509,0,105.302,543.662
3,6,19,2,4,3,3,3,4,2,1,24271,3900.683,4599.403,2463.473,2491.761,10815.681,2155,346.338,408.377,218.729,221.241,960.314
2,4,11,2,1,3,4,2,4,1,1,15370,0,1591.411,0,1935.773,11842.816,1227,0,127.044,0,154.534,945.422
4,8,22,2,1,4,2,2,3,0,1,7382,0,0,0,754.149,6627.851,1120,0,0,0,114.42,1005.58
1,2,3,2,4,2,5,1,5,2,1,7333,0,396.716,0,527.605,6408.678,1541,0,83.368,0,110.874,1346.758
4,10,26,5,2,3,1,1,1,0,0,3203,0,334.784,0,1229.83,1638.386,472,0,49.334,0,181.23,241.436
1,2,3,5,1,8,2,1,2,0,1,4119,1327.217,80.324,991.784,324.236,1395.439,550,177.22,10.726,132.43,43.294,186.33
1,1,2,5,1,1,3,2,2,2,0,2045,0,0,914.939,358.402,771.659,453,0,0,202.674,79.392,170.935
3,5,17,2,3,4,6,1,2,1,1,23453,1984.227,4630.005,4067.129,1400.304,11371.334,2971,251.36,586.524,515.219,177.389,1440.508
4,10,26,3,2,5,1,1,1,1,0,2334,0,0,0,766.435,1567.565,344,0,0,0,112.962,231.038
3,6,18,2,4,6,1,1,2,0,0,17540,1716.521,5708.608,1470.238,1589.231,7055.402,2057,201.305,669.476,172.422,186.377,827.421
4,10,27,2,1,4,1,1,2,1,0,2256,0,0,0,416.387,1839.613,422,0,0,0,77.888,344.112
3,5,17,2,3,5,6,1,5,1,1,18779,852.605,4293.903,2267.725,717.523,10647.244,2465,111.916,563.633,297.67,94.185,1397.596
2,3,7,5,1,7,1,1,1,0,0,9575,3681.174,352.903,2075.443,1299.687,2165.793,1051,404.064,38.736,227.811,142.66,237.728
2,4,12,2,4,8,5,2,4,1,1,23630,4857.367,3702.416,4021.909,1865.757,9182.55,1494,307.106,234.084,254.284,117.962,580.564
4,10,26,2,5,3,4,1,3,1,1,5448,1810.293,0,0,775.576,2862.132,803,266.825,0,0,114.315,421.86
4,10,26,2,2,4,4,2,3,0,1,22742,2485.905,1806.758,5514.645,1357.9,11576.791,2396,261.904,190.352,580.999,143.063,1219.681
3,5,17,2,3,5,1,1,5,1,0,16758,0,5797.534,593.687,755.101,9611.678,2138,0,739.654,75.743,96.336,1226.266
2,3,6,2,4,1,2,1,2,0,1,10222,0,1237.886,0,1068.109,7916.005,1159,0,140.355,0,121.105,897.54
4,9,24,1,2,7,3,1,4,0,1,19060,1524.05,7636.707,2498.705,878.857,6521.681,2045,163.52,819.363,268.093,94.295,699.729
2,3,8,2,1,5,3,2,3,0,0,10910,0,170.011,2309.338,1485.589,6945.062,1239,0,19.307,262.261,168.712,788.72
2,4,10,5,1,5,2,3,1,1,1,3633,0,173.009,0,1168.243,2291.748,458,0,21.811,0,147.276,288.913
3,5,17,2,3,1,3,1,5,0,1,29360,1188.747,5677.618,3706.667,2347.239,16439.73,4423,179.081,855.317,558.399,353.605,2476.598
4,8,22,2,1,6,2,1,3,0,0,15941,645.603,982.175,0,1441.551,12871.672,1803,73.021,111.088,0,163.046,1455.845
1,1,2,2,1,1,1,1,2,0,0,4113,0,42.264,1425.135,615.168,2030.434,579,0,5.95,200.621,86.599,285.831
3,5,15,2,3,6,4,1,4,1,1,25087,3174.473,3516.015,4145.341,949.695,13301.475,2665,337.225,373.507,440.361,100.886,1413.02
3,5,17,2,3,4,2,2,2,0,1,20666,1788.56,3727.568,2490.044,3598.5,9061.328,2377,205.72,428.744,286.404,413.899,1042.233
1,2,4,2,1,6,4,2,4,1,1,19200,0,3390.321,0,1813.864,13995.815,3542,0,625.462,0,334.631,2582.014
1,1,1,2,1,1,3,1,3,1,1,12568,0,0,0,1251.239,11316.761,1453,0,0,0,144.657,1308.343
1,2,3,5,4,1,3,1,3,1,1,8581,864.926,1840.821,0,1031.026,4844.227,1705,171.856,365.761,0,204.859,962.523
2,4,10,2,1,8,3,1,2,1,1,5792,0,156.406,0,623.957,5011.637,717,0,19.362,0,77.241,620.398
4,10,26,2,2,4,3,1,3,2,1,11682,0,628.292,0,780.805,10272.903,1575,0,84.708,0,105.27,1385.022
3,5,14,5,4,4,1,1,2,1,0,11158,3460.465,1801.257,1936.369,636.25,3323.66,1669,517.612,269.43,289.64,95.169,497.149
3,5,17,2,3,7,3,1,2,1,1,11765,1448.517,2162.931,1889.927,1549.364,4714.261,1298,159.811,238.63,208.51,170.937,520.111
1,2,3,5,4,7,1,1,1,0,0,3021,0,708.96,0,1597.616,714.424,518,0,121.563,0,273.937,122.5
3,5,17,4,3,2,1,1,1,1,0,11014,945.547,3618.641,2056.881,1239.787,3153.144,1364,117.099,448.141,254.729,153.538,390.493
3,5,17,2,3,7,3,1,3,1,1,36433,1208.554,15460.963,3432.905,2420.041,13910.537,4856,161.083,2060.726,457.557,322.557,1854.076
3,7,21,2,3,4,1,2,2,1,0,16980,0,8043.523,0,3016.941,5919.535,2635,0,1248.215,0,468.177,918.609
4,8,22,3,1,5,2,1,2,1,0,4278,0,404.846,0,565.473,3307.68,485,0,45.898,0,64.108,374.994
3,6,18,2,4,3,3,1,4,0,1,15855,1076.638,639.488,2732.205,836.142,10570.528,1496,101.588,60.341,257.804,78.897,997.408
2,3,9,2,1,1,1,1,1,2,0,2301,0,0,0,412.356,1888.644,338,0,0,0,60.572,277.428
2,4,12,2,4,4,1,1,1,1,0,3070,0,1066.251,0,394.058,1609.691,321,0,111.503,0,41.208,168.333
1,1,1,2,1,6,4,2,2,1,1,7242,0,434.526,1846.984,1388.903,3571.587,1486,0,89.161,378.986,284.992,732.861
4,10,26,2,2,8,5,4,6,2,0,9994,0,2843.798,0,1457.523,5692.679,1618,0,460.403,0,235.969,921.628
4,10,27,2,5,2,2,2,5,1,1,21335,5218.746,481.602,3124.449,2491.548,10018.655,1540,376.699,34.763,225.529,179.845,723.165
3,7,20,2,4,7,2,2,5,2,1,17925,533.608,1401.407,2677.272,2882.593,10430.12,1521,45.279,118.914,227.176,244.598,885.033
2,4,10,2,1,4,2,1,3,0,1,4634,0,79.275,0,827.825,3726.899,530,0,9.067,0,94.68,426.253
2,4,12,5,4,4,2,1,2,1,1,5196,0,593.822,1589.946,593.343,2418.889,413,0,47.199,126.376,47.161,192.264
2,4,10,2,1,1,3,2,3,2,1,12674,4786.796,510.58,0,576.108,6800.516,1039,392.416,41.857,0,47.229,557.499
4,10,26,2,2,4,2,2,2,0,1,7525,0,1287.342,0,671.096,5566.562,1170,0,200.158,0,104.343,865.499
2,4,10,2,1,1,3,1,4,2,1,19823,6133.617,316.05,4356.004,1034.373,7982.956,2036,629.977,32.461,447.401,106.239,819.921
2,4,10,5,1,3,2,2,2,1,0,4530,1571.391,98.604,1093.56,590.58,1175.865,569,197.378,12.385,137.359,74.181,147.697
4,10,26,2,2,3,4,2,1,0,1,14616,0,5343.393,0,1777.627,7494.98,2443,0,893.125,0,297.123,1252.753
2,3,6,5,4,3,1,1,1,0,0,2651,0,370.126,0,1458.242,822.632,378,0,52.775,0,207.927,117.297
3,7,21,5,3,7,3,1,4,1,0,18089,1956.414,4248.563,3166.061,1007.346,7710.616,2590,280.121,608.313,453.32,144.233,1104.013
3,7,21,2,3,1,5,1,2,1,1,15684,2634.899,2798.51,4252.919,1353.268,4644.405,1942,326.254,346.513,526.598,167.562,575.072
4,8,22,2,1,4,4,1,3,1,1,8104,0,350.091,0,698.587,7055.322,826,0,35.683,0,71.203,719.113
4,10,26,1,2,4,3,1,2,0,0,3955,0,0,1719.889,608.297,1626.814,693,0,0,301.361,106.587,285.052
3,7,21,2,3,8,3,1,3,0,1,15387,2085.642,2477.93,2213.617,865.191,7744.62,1832,248.32,295.026,263.557,103.011,922.086
3,5,16,4,4,1,1,1,1,0,0,5795,0,0,1939.999,1974.829,1880.172,605,0,0,202.537,206.173,196.291
4,9,25,2,1,5,2,2,4,0,1,8106,0,1195.548,0,936.929,5973.523,884,0,130.38,0,102.177,651.443
4,10,26,2,5,6,2,1,1,1,1,3244,231.267,0,0,1040.846,1971.887,397,28.302,0,0,127.379,241.319
2,3,6,5,1,2,3,1,3,0,0,6997,3544.917,0,0,879.262,2572.821,917,464.583,0,0,115.233,337.184
3,5,14,5,4,4,2,1,1,1,1,7461,0,1288.38,0,1388.583,4784.037,1116,0,192.713,0,207.701,715.586
3,5,17,1,3,7,1,1,3,0,0,6451,167.707,720.002,954.027,569.536,4039.729,943,24.515,105.249,139.459,83.254,590.523
3,5,13,2,4,6,3,1,2,1,1,5826,0,1135.205,0,614.274,4076.521,708,0,137.955,0,74.649,495.396
2,4,10,5,1,3,1,1,1,1,0,2099,0,0,0,1140.611,958.389,301,0,0,0,163.335,137.24
1,1,1,2,1,2,3,1,3,1,1,7027,0,518.596,0,688.232,5820.172,1119,0,82.583,0,109.596,926.821
3,5,14,2,4,5,1,2,5,1,0,10985,3194.255,419.903,1527.84,1329.481,4513.52,1739,505.597,66.464,241.831,210.435,714.414
3,5,16,2,4,4,3,1,4,1,1,11033,379.635,773.096,3080.993,748.408,6050.869,932,32.069,65.306,260.263,63.221,511.14
4,10,26,4,2,4,3,1,1,0,1,2962,0,0,0,1016.726,1945.274,359,0,0,0,123.229,235.771
1,2,3,2,1,1,2,2,2,0,1,10833,499.245,417.722,0,2102.4,7813.634,1519,70.004,58.573,0,294.798,1095.625
2,3,7,2,1,2,4,1,4,2,1,7896,0,765.182,0,1107.516,6023.302,942,0,91.287,0,132.128,718.585
3,7,21,2,3,3,2,1,3,1,1,9713,0,3453.512,0,1060.398,5199.09,1203,0,427.733,0,131.335,643.931
2,4,10,1,1,6,4,1,4,1,1,11986,0,865.792,3626.668,926.629,6566.911,1509,0,109.001,456.586,116.66,826.754
4,10,26,2,5,5,2,2,1,0,0,4991,0,0,0,1391.066,3599.934,442,0,0,0,123.192,318.808
3,5,17,2,3,8,1,1,1,0,0,14017,597.596,3661.856,937.27,752.599,8067.679,1701,72.52,444.376,113.74,91.33,979.034
4,10,26,5,2,4,2,1,2,1,1,6563,1053.452,229.267,0,481.452,4798.829,971,155.859,33.92,0,71.231,709.99
3,5,14,2,4,7,4,1,2,1,1,21321,5042.81,1626.704,3492.019,1043.401,10116.066,1740,411.542,132.755,284.983,85.152,825.569
2,4,12,2,4,4,1,2,4,1,0,13656,622.652,2153.194,0,2186.459,8693.695,1072,48.878,169.026,0,171.638,682.458
3,7,21,5,3,7,2,1,2,1,0,3910,777.36,387.165,780.05,444.847,1520.579,666,132.41,65.947,132.868,75.772,259.004
2,3,9,2,1,1,2,1,2,0,1,7323,651.096,238.745,2299.13,852.268,3281.761,874,77.708,28.494,274.401,101.718,391.678
4,10,27,2,5,3,1,1,2,0,0,30061,9814.105,0,4623.499,2405.922,13217.473,1943,634.337,0,298.841,155.507,854.315
2,4,10,2,1,1,3,1,1,1,1,18869,952.444,1134.403,4948.733,1904.978,9928.442,2160,109.03,129.859,566.499,218.069,1136.543
3,5,16,2,4,2,1,1,1,1,0,13160,3656.826,1823.239,2247.232,823.775,4608.928,1411,392.081,195.486,240.946,88.324,494.164
4,10,26,2,2,5,2,2,3,1,1,11295,0,1122.166,0,1557.648,8615.186,1957,0,194.429,0,269.882,1492.689
2,3,7,2,1,3,2,1,2,1,1,10167,713.648,886.898,0,1405.197,7161.257,918,64.437,80.08,0,126.878,646.605
1,1,2,2,1,1,2,1,3,0,1,5268,0,231.331,0,627.402,4409.267,995,0,43.693,0,118.501,832.806
2,4,11,2,1,3,2,1,6,1,1,7381,453.011,0,0,672.595,6255.393,652,40.017,0,0,59.414,552.57
4,10,26,3,2,7,1,1,4,0,0,8736,0,1915.413,0,1282.81,5537.778,1621,0,355.413,0,238.03,1027.557
4,10,27,5,5,6,3,1,2,0,1,9545,2071.289,0,2279.424,691.097,4503.189,955,207.237,0,228.062,69.146,450.555
1,2,3,4,4,1,8,1,0,0,1,7341,0,2496.417,0,596.319,4248.264,1260,0,428.482,0,102.351,729.167
2,4,12,2,4,1,2,1,1,1,0,13582,0,1938.368,3338.599,1526.793,6778.24,1719,0,245.329,422.548,193.238,857.885
4,10,26,2,2,5,1,1,1,1,0,2875,217.635,0,0,748.415,1908.951,352,26.646,0,0,91.632,233.722
4,10,26,2,2,1,2,1,1,2,1,4923,0,0,0,1532.05,3390.95,611,0,0,0,190.145,420.855
3,5,17,2,3,2,2,1,2,1,1,13789,2001.71,3156.562,1685.307,1199.013,5746.407,1869,271.317,427.849,228.431,162.518,778.884
3,5,17,2,3,4,4,1,5,1,1,18317,1069.001,5443.467,2311.779,749.553,8743.2,2414,140.884,717.395,304.67,98.784,1152.268
3,5,16,2,4,7,4,1,3,1,1,15863,0,4938.37,0,1952.758,8971.872,1384,0,430.858,0,170.372,782.769
2,4,11,3,4,8,5,1,4,0,1,4573,0,143.603,1434.904,271.381,2723.112,703,0,22.076,220.586,41.719,418.62
2,3,7,2,1,1,2,1,3,2,1,14117,0,1293.329,2595.406,1297.646,8930.62,1651,0,151.256,303.536,151.761,1044.447
3,7,21,2,3,3,2,1,1,1,1,19352,0,8900.967,0,2674.164,7776.869,1747,0,803.534,0,241.41,702.056
4,8,22,2,1,5,2,2,4,1,1,3566,0,0,0,816.578,2749.422,364,0,0,0,83.352,280.648
1,1,2,5,1,1,2,1,1,0,1,3339,0,120.786,0,945.973,2272.241,556,0,20.113,0,157.521,378.367
4,10,26,2,2,6,5,1,4,0,1,12493,0,0,0,908.705,11584.295,1842,0,0,0,133.982,1708.018
3,5,17,1,3,4,2,2,3,0,0,16246,1987.859,4727.398,2781.884,1606.449,5142.41,1903,232.851,553.751,325.86,188.174,602.364
3,5,17,2,3,1,1,1,2,0,0,3750,636.434,1317.713,0,509.996,1285.856,617,104.715,216.808,0,83.911,211.566
3,5,17,5,3,4,1,2,2,1,0,8426,420.102,2918.954,916.484,742.909,3427.55,1046,52.151,362.358,113.772,92.224,425.495
3,7,21,5,2,3,1,1,2,0,0,2419,0,0,0,507.58,1911.42,300,0,0,0,62.949,237.051
4,10,27,2,5,1,2,1,2,0,1,17948,4341.619,72.033,3622.31,1262.927,8649.111,1114,269.476,4.471,224.83,78.388,536.835
3,5,14,3,4,1,4,2,5,0,0,1974,99.658,69.207,0,293.665,1511.47,308,15.549,10.798,0,45.82,235.832
2,4,12,2,4,4,2,1,3,1,1,18893,4627.063,1556.049,3244.32,2234.19,7231.379,1186,290.462,97.68,203.661,140.25,453.947
2,4,12,2,4,7,2,2,3,0,1,17907,3177.621,3405.101,1887.844,1991.859,7444.576,1421,252.158,270.21,149.809,158.063,590.76
2,3,7,5,1,6,2,1,2,2,0,3306,0,500.432,0,531.59,2273.978,364,0,55.099,0,58.53,250.371
3,6,19,5,4,3,1,1,2,1,0,11087,0,1954.396,3370.116,1829.413,3933.075,1071,0,188.794,325.552,176.721,379.934
2,4,11,2,4,6,1,2,5,0,0,10477,770.344,3574.288,0,1302.012,4830.356,1036,76.174,353.437,0,128.747,477.641
1,1,1,5,1,1,1,1,1,2,0,3882,0,93.286,0,1360.398,2428.317,695,0,16.701,0,243.554,434.745
1,2,5,2,4,3,1,1,3,1,0,11476,0,610.641,0,1637.948,9227.411,1813,0,96.47,0,258.766,1457.764
3,5,17,2,3,8,2,1,4,1,1,22076,652.094,9842.884,1632.216,905.529,9043.276,2765,81.674,1232.813,204.434,113.417,1132.663
1,2,3,2,1,3,2,1,4,0,1,6959,0,277.903,0,667.996,6013.101,1026,0,40.973,0,98.486,886.541
1,2,4,2,4,7,5,1,3,1,1,12853,0,2823.853,0,738.415,9290.732,2230,0,489.939,0,128.115,1611.945
3,7,20,5,4,8,2,1,0,0,1,11086,3305.553,994.244,1996.147,765.309,4024.747,941,280.581,84.393,169.437,64.961,341.628
2,4,10,2,1,1,4,1,4,1,0,9123,1908.671,0,0,734.636,6479.693,874,182.854,0,0,70.379,620.766
2,4,12,2,4,4,2,2,2,0,1,22660,0,5497.187,0,2650.677,14512.137,1638,0,397.369,0,191.607,1049.024
2,3,7,2,1,3,6,2,4,1,1,13663,0,566.544,0,2587.464,10508.991,1573,0,65.225,0,297.891,1209.884
4,9,24,5,2,6,3,1,1,1,0,6621,1087.165,1703.869,0,610.9,3219.065,727,119.373,187.089,0,67.078,353.46
4,10,27,2,5,5,5,1,1,0,1,24513,4270.202,0,5218.594,748.188,14276.016,1995,347.532,0,424.717,60.892,1161.859
3,5,14,2,4,5,3,1,3,0,1,21234,4840.132,2652.072,3383.135,1328.012,9030.649,2135,486.658,266.657,340.162,133.527,908.001
4,8,23,5,1,5,1,1,2,0,0,3354,0,228.92,0,632.24,2492.84,341,0,23.274,0,64.28,253.446
1,2,5,2,1,5,2,2,2,0,1,12722,3909.348,1107.486,0,2555.167,5150,1118,343.551,97.325,0,224.546,452.578
2,4,11,2,4,3,2,1,3,1,1,5133,0,519.13,0,505.905,4107.965,578,0,58.456,0,56.967,462.576
3,7,20,2,4,8,4,1,3,1,1,17880,0,4974.238,0,1315.532,11590.231,1414,0,393.369,0,104.033,916.57
1,1,2,2,1,1,1,1,2,1,0,5883,0,120.678,0,934.07,4828.252,586,0,12.021,0,93.042,480.938
3,5,15,5,4,6,1,1,1,1,0,4268,0,465.998,0,1006.622,2795.38,533,0,58.195,0,125.71,349.095
2,3,7,2,1,1,5,2,4,1,1,12995,0,751.209,0,2512.799,9730.992,1147,0,66.305,0,221.791,858.903
2,4,12,2,4,1,4,2,4,1,1,10311,0,1540.817,0,1225.322,7544.86,874,0,130.606,0,103.863,639.531
1,1,1,4,1,1,2,1,2,0,0,2531,0,0,0,603.648,1927.352,645,0,0,0,153.834,491.166
2,4,11,2,1,5,1,2,8,1,0,9093,2775.844,1017.386,0,1261.067,4038.703,941,287.262,105.285,0,130.503,417.95
2,3,9,4,1,1,2,1,2,2,0,9283,0,45.384,2997.796,954.848,5284.971,1130,0,5.525,364.915,116.232,643.328
3,7,20,2,3,8,3,1,4,1,1,20843,2107.979,5444.642,2498.151,1221.937,9570.292,1873,189.428,489.268,224.49,109.806,860.008
3,6,18,3,4,5,3,1,2,1,0,13645,0,3815.838,0,1181.496,8647.666,1183,0,330.827,0,102.434,749.739
1,2,3,2,1,2,2,1,2,0,0,9165,0,0,0,707.473,8457.527,1380,0,0,0,106.526,1273.474
4,10,26,2,2,3,4,1,3,2,1,6354,0,0,0,1368.165,4985.835,1016,0,0,0,218.769,797.231
3,5,15,2,4,4,4,1,4,1,1,7823,287.143,2329.04,0,851.222,4355.595,892,32.741,265.564,0,97.059,496.637
1,2,5,5,4,4,5,1,3,0,1,4529,0,509.738,0,559.264,3459.997,455,0,51.21,0,56.186,347.604
2,3,9,5,1,1,1,1,0,1,0,4171,2105.327,0,952.46,533.178,580.035,581,293.262,0,132.673,74.269,80.796
4,9,25,2,1,2,3,1,3,1,1,8279,0,0,2448.172,626.734,5204.094,1226,0,0,362.528,92.808,770.627
1,1,2,2,1,2,4,2,5,1,1,10719,0,240.58,0,1775.27,8703.151,1758,0,39.457,0,291.158,1427.385
4,8,23,2,1,5,9,2,4,1,0,23001,4738.69,139.139,4741.367,1027.011,12354.793,2054,423.167,12.425,423.406,91.713,1103.289
3,5,17,5,3,4,1,1,2,0,0,7008,1215.337,2641.845,0,1084.968,2065.85,868,150.53,327.215,0,134.382,255.873
3,5,17,4,3,2,2,1,2,0,1,15445,955.985,5279.886,2650.185,1129.533,5429.411,1913,118.407,653.961,328.249,139.903,672.481
4,8,22,5,1,4,2,2,2,1,1,6202,0,196.81,0,1351.09,4654.099,666,0,21.137,0,145.103,499.835
2,4,12,2,4,8,3,1,2,1,1,9129,2366.26,416.819,2052.505,550.328,3743.087,726,188.181,33.148,163.229,43.766,297.676
3,5,14,5,4,3,6,1,3,1,1,8397,0,1633.579,0,1348.126,5415.295,1256,0,244.346,0,201.649,810.005
4,10,27,1,5,4,3,1,4,1,1,29569,6246.665,0,5181.943,1885.904,16254.488,1840,388.713,0,322.458,117.355,1011.473
3,5,15,2,4,7,4,1,4,1,0,8890,0,2359.737,0,694.031,5836.232,1153,0,306.049,0,90.013,756.938
4,9,25,2,1,6,3,1,2,1,1,7637,0,0,0,755.731,6881.269,765,0,0,0,75.702,689.298
3,5,17,2,3,6,2,1,2,0,1,14625,677.603,6460.122,2164.506,879.935,4442.835,1812,83.953,800.393,268.177,109.022,550.456
1,1,1,1,1,4,2,1,3,1,1,6198,0,157.466,1926.613,459.124,3654.796,987,0,25.076,306.803,73.113,582.008
3,5,15,2,4,4,6,1,3,1,1,10558,0,2472.824,0,882.256,7202.92,1268,0,296.982,0,105.958,865.06
1,1,1,2,1,5,5,2,4,1,1,12792,471.357,117.373,0,1553.497,10649.774,2060,75.906,18.901,0,250.172,1715.02
1,2,3,2,4,3,2,1,3,1,1,4426,0,719.314,0,884.154,2822.531,1039,0,168.858,0,207.555,662.587
3,5,15,5,4,5,2,1,2,1,0,13086,3073.661,1914.824,2139.166,831.221,5127.129,1313,308.4,192.126,214.636,83.402,514.437
2,3,8,2,1,2,4,2,5,1,1,11297,0,329.448,0,1272.506,9695.046,1280,0,37.328,0,144.18,1098.492
3,5,15,1,3,5,1,1,3,1,0,11233,2619.2,1961.676,1964.258,1105.694,3582.173,1138,265.348,198.735,198.996,112.016,362.905
3,6,18,2,4,1,1,2,4,2,0,14759,1211.972,1077.841,1958.497,1779.931,8730.759,1370,112.501,100.05,181.797,165.222,810.43
2,4,11,2,4,6,4,1,4,1,1,17984,0,4058.228,0,1771.675,12154.097,1740,0,392.644,0,171.414,1175.941
4,10,26,3,5,8,3,1,1,0,1,9054,0,49.186,0,1072.714,7932.1,1335,0,7.252,0,158.17,1169.577
3,7,21,5,2,4,4,1,2,0,1,8305,0,2637.866,0,1310.994,4356.14,1028,0,326.517,0,162.276,539.207
1,1,1,1,1,6,1,1,1,0,0,4542,535.125,78.347,1619.968,539.318,1769.243,522,61.5,9.004,186.179,61.982,203.334
3,5,15,2,4,6,6,1,4,1,1,19038,381.552,3590.697,0,1131.092,13934.659,2132,42.729,402.11,0,126.667,1560.494
2,4,10,2,1,4,2,2,2,0,0,20316,0,909.452,4683.377,2950.324,11772.847,2320,0,103.856,534.822,336.914,1344.409
